transaction_date,product_id,quantity_sold,current_stock,is_promo
2022-11-25,P0009,18,203,0
2022-11-26,P0009,102,263,0
2022-11-27,P0009,207,324,1
2022-11-28,P0009,110,142,0
2022-11-29,P0009,79,344,0
2022-11-30,P0009,139,366,0
2022-12-01,P0009,127,405,1
2022-12-02,P0009,172,378,1
2022-12-03,P0009,358,396,0
2022-12-04,P0009,56,72,0
2022-12-05,P0009,61,259,1
2022-12-06,P0009,15,122,1
2022-12-07,P0009,54,336,0
2022-12-08,P0009,34,167,0
2022-12-09,P0009,147,303,0
2022-12-10,P0009,29,388,0
2022-12-11,P0009,262,449,1
2022-12-12,P0009,153,390,1
2022-12-13,P0009,76,115,1
2022-12-14,P0009,22,117,0
2022-12-15,P0009,93,380,0
2022-12-16,P0009,135,296,0
2022-12-17,P0009,62,80,1
2022-12-18,P0009,415,438,1
2022-12-19,P0009,120,488,1
2022-12-20,P0009,99,438,1
2022-12-21,P0009,53,55,0
2022-12-22,P0009,5,127,0
2022-12-23,P0009,84,328,1
2022-12-24,P0009,55,193,0
2022-12-25,P0009,57,374,0
2022-12-26,P0009,120,255,1
2022-12-27,P0009,202,285,1
2022-12-28,P0009,109,322,1
2022-12-29,P0009,253,273,0
2022-12-30,P0009,102,252,0
2022-12-31,P0009,92,262,1
2023-01-01,P0009,17,254,0
2023-01-02,P0009,68,103,1
2023-01-03,P0009,4,329,1
2023-01-04,P0009,31,189,0
2023-01-05,P0009,25,252,1
2023-01-06,P0009,128,325,0
2023-01-07,P0009,93,96,0
2023-01-08,P0009,133,172,0
2023-01-09,P0009,34,112,1
2023-01-10,P0009,178,208,0
2023-01-11,P0009,67,367,0
2023-01-12,P0009,176,265,0
2023-01-13,P0009,154,217,1
2023-01-14,P0009,19,207,1
2023-01-15,P0009,250,315,0
2023-01-16,P0009,2,316,1
2023-01-17,P0009,373,442,1
2023-01-18,P0009,57,309,1
2023-01-19,P0009,301,410,0
2023-01-20,P0009,51,213,0
2023-01-21,P0009,356,375,0
2023-01-22,P0009,84,205,0
2023-01-23,P0009,167,193,0
2023-01-24,P0009,88,146,0
2023-01-25,P0009,23,70,1
2023-01-26,P0009,30,263,1
2023-01-27,P0009,125,215,0
2023-01-28,P0009,121,193,1
2023-01-29,P0009,290,467,0
2023-01-30,P0009,3,185,1
2023-01-31,P0009,52,72,1
2023-02-01,P0009,17,51,0
2023-02-02,P0009,85,352,0
2023-02-03,P0009,71,181,1
2023-02-04,P0009,71,288,1
2023-02-05,P0009,163,170,0
2023-02-06,P0009,239,457,0
2023-02-07,P0009,160,275,1
2023-02-08,P0009,306,484,1
2023-02-09,P0009,23,454,0
2023-02-10,P0009,240,297,0
2023-02-11,P0009,215,274,0
2023-02-12,P0009,274,354,1
2023-02-13,P0009,118,330,1
2023-02-14,P0009,100,239,1
2023-02-15,P0009,35,183,1
2023-02-16,P0009,77,305,0
2023-02-17,P0009,94,143,0
2023-02-18,P0009,233,292,0
2023-02-19,P0009,6,130,1
2023-02-20,P0009,15,68,1
2023-02-21,P0009,338,437,1
2023-02-22,P0009,39,57,0
2023-02-23,P0009,228,341,1
2023-02-24,P0009,70,270,0
2023-02-25,P0009,41,62,1
2023-02-26,P0009,69,470,0
2023-02-27,P0009,76,112,0
2023-02-28,P0009,224,410,1
2023-03-01,P0009,58,262,0
2023-03-02,P0009,51,69,1
2023-03-03,P0009,72,472,0
2023-03-04,P0009,96,400,1
2023-03-05,P0009,312,438,1
2023-03-06,P0009,155,278,0
2023-03-07,P0009,374,447,0
2023-03-08,P0009,124,494,1
2023-03-09,P0009,205,294,1
2023-03-10,P0009,153,336,0
2023-03-11,P0009,274,337,0
2023-03-12,P0009,148,321,1
2023-03-13,P0009,20,115,1
2023-03-14,P0009,0,72,0
2023-03-15,P0009,91,421,0
2023-03-16,P0009,59,297,1
2023-03-17,P0009,10,54,1
2023-03-18,P0009,220,303,0
2023-03-19,P0009,192,372,1
2023-03-20,P0009,248,277,1
2023-03-21,P0009,257,276,1
2023-03-22,P0009,11,154,1
2023-03-23,P0009,109,385,0
2023-03-24,P0009,30,58,1
2023-03-25,P0009,193,359,0
2023-03-26,P0009,92,354,1
2023-03-27,P0009,232,391,0
2023-03-28,P0009,203,243,1
2023-03-29,P0009,33,152,1
2023-03-30,P0009,42,74,1
2023-03-31,P0009,71,219,0
2023-04-01,P0009,335,453,1
2023-04-02,P0009,85,111,0
2023-04-03,P0009,258,377,1
2023-04-04,P0009,20,58,1
2023-04-05,P0009,82,243,1
2023-04-06,P0009,23,247,1
2023-04-07,P0009,51,221,0
2023-04-08,P0009,189,240,1
2023-04-09,P0009,24,106,1
2023-04-10,P0009,16,72,0
2023-04-11,P0009,94,271,1
2023-04-12,P0009,139,479,1
2023-04-13,P0009,2,147,0
2023-04-14,P0009,69,433,1
2023-04-15,P0009,132,207,0
2023-04-16,P0009,84,457,0
2023-04-17,P0009,65,80,1
2023-04-18,P0009,116,163,0
2023-04-19,P0009,174,191,0
2023-04-20,P0009,174,247,0
2023-04-21,P0009,216,222,1
2023-04-22,P0009,254,375,0
2023-04-23,P0009,55,231,0
2023-04-24,P0009,70,126,0
2023-04-25,P0009,15,409,0
2023-04-26,P0009,342,421,0
2023-04-27,P0009,143,159,0
2023-04-28,P0009,38,141,1
2023-04-29,P0009,221,430,0
2023-04-30,P0009,22,136,1
2023-05-01,P0009,212,243,1
2023-05-02,P0009,416,446,0
2023-05-03,P0009,16,305,1
2023-05-04,P0009,206,251,1
2023-05-05,P0009,379,449,1
2023-05-06,P0009,74,126,0
2023-05-07,P0009,312,429,0
2023-05-08,P0009,133,174,0
2023-05-09,P0009,2,232,1
2023-05-10,P0009,263,301,0
2023-05-11,P0009,103,207,1
2023-05-12,P0009,7,105,1
2023-05-13,P0009,84,142,1
2023-05-14,P0009,13,349,0
2023-05-15,P0009,19,239,0
2023-05-16,P0009,104,161,0
2023-05-17,P0009,88,241,1
2023-05-18,P0009,234,451,1
2023-05-19,P0009,180,358,0
2023-05-20,P0009,32,221,1
2023-05-21,P0009,105,316,0
2023-05-22,P0009,419,483,0
2023-05-23,P0009,116,168,1
2023-05-24,P0009,116,195,0
2023-05-25,P0009,222,281,1
2023-05-26,P0009,30,73,0
2023-05-27,P0009,43,120,1
2023-05-28,P0009,72,192,1
2023-05-29,P0009,303,497,1
2023-05-30,P0009,359,475,0
2023-05-31,P0009,66,171,1
2023-06-01,P0009,140,143,1
2023-06-02,P0009,134,232,1
2023-06-03,P0009,127,253,1
2023-06-04,P0009,98,139,1
2023-06-05,P0009,39,223,1
2023-06-06,P0009,373,375,1
2023-06-07,P0009,130,204,0
2023-06-08,P0009,52,361,0
2023-06-09,P0009,114,362,0
2023-06-10,P0009,254,424,1
2023-06-11,P0009,51,98,0
2023-06-12,P0009,375,410,0
2023-06-13,P0009,186,186,1
2023-06-14,P0009,109,129,0
2023-06-15,P0009,187,300,1
2023-06-16,P0009,83,165,1
2023-06-17,P0009,70,156,1
2023-06-18,P0009,59,175,0
2023-06-19,P0009,156,465,1
2023-06-20,P0009,83,102,0
2023-06-21,P0009,44,63,0
2023-06-22,P0009,73,172,0
2023-06-23,P0009,1,352,0
2023-06-24,P0009,202,265,0
2023-06-25,P0009,158,433,1
2023-06-26,P0009,90,150,0
2023-06-27,P0009,10,197,1
2023-06-28,P0009,189,202,1
2023-06-29,P0009,337,368,1
2023-06-30,P0009,85,287,1
2023-07-01,P0009,255,265,1
2023-07-02,P0009,325,428,1
2023-07-03,P0009,48,369,1
2023-07-04,P0009,200,298,1
2023-07-05,P0009,331,417,0
2023-07-06,P0009,66,442,1
2023-07-07,P0009,118,458,1
2023-07-08,P0009,118,376,1
2023-07-09,P0009,8,167,0
2023-07-10,P0009,101,107,1
2023-07-11,P0009,55,201,1
2023-07-12,P0009,97,309,1
2023-07-13,P0009,37,93,0
2023-07-14,P0009,417,428,0
2023-07-15,P0009,119,207,1
2023-07-16,P0009,32,156,0
2023-07-17,P0009,273,339,1
2023-07-18,P0009,240,410,0
2023-07-19,P0009,390,467,0
2023-07-20,P0009,206,316,1
2023-07-21,P0009,78,164,0
2023-07-22,P0009,2,338,1
2023-07-23,P0009,444,445,0
2023-07-24,P0009,176,353,0
2023-07-25,P0009,43,134,1
2023-07-26,P0009,64,96,1
2023-07-27,P0009,318,472,1
2023-07-28,P0009,57,72,0
2023-07-29,P0009,253,273,1
2023-07-30,P0009,51,68,0
2023-07-31,P0009,225,409,0
2023-08-01,P0009,91,143,0
2023-08-02,P0009,136,200,0
2023-08-03,P0009,167,238,0
2023-08-04,P0009,411,468,0
2023-08-05,P0009,109,234,1
2023-08-06,P0009,150,233,0
2023-08-07,P0009,20,113,0
2023-08-08,P0009,76,193,0
2023-08-09,P0009,24,57,0
2023-08-10,P0009,59,59,0
2023-08-11,P0009,66,131,1
2023-08-12,P0009,18,116,0
2023-08-13,P0009,19,254,1
2023-08-14,P0009,60,116,0
2023-08-15,P0009,97,177,1
2023-08-16,P0009,419,463,0
2023-08-17,P0009,341,415,1
2023-08-18,P0009,124,418,0
2023-08-19,P0009,92,167,0
2023-08-20,P0009,91,463,0
2023-08-21,P0009,112,161,0
2023-08-22,P0009,96,128,1
2023-08-23,P0009,32,65,1
2023-08-24,P0009,114,324,1
2023-08-25,P0009,237,410,1
2023-08-26,P0009,201,345,1
2023-08-27,P0009,325,401,0
2023-08-28,P0009,306,397,0
2023-08-29,P0009,150,359,0
2023-08-30,P0009,187,204,0
2023-08-31,P0009,214,353,0
2023-09-01,P0009,232,256,0
2023-09-02,P0009,92,366,1
2023-09-03,P0009,115,315,0
2023-09-04,P0009,87,343,1
2023-09-05,P0009,153,427,0
2023-09-06,P0009,252,382,0
2023-09-07,P0009,3,233,1
2023-09-08,P0009,32,122,0
2023-09-09,P0009,71,98,1
2023-09-10,P0009,274,382,1
2023-09-11,P0009,89,444,0
2023-09-12,P0009,338,345,1
2023-09-13,P0009,102,204,1
2023-09-14,P0009,44,183,0
2023-09-15,P0009,255,323,0
2023-09-16,P0009,220,488,0
2023-09-17,P0009,140,321,1
2023-09-18,P0009,223,453,1
2023-09-19,P0009,17,50,0
2023-09-20,P0009,108,131,0
2023-09-21,P0009,180,223,1
2023-09-22,P0009,35,80,0
2023-09-23,P0009,265,440,1
2023-09-24,P0009,153,154,1
2023-09-25,P0009,53,179,0
2023-09-26,P0009,11,274,1
2023-09-27,P0009,139,348,0
2023-09-28,P0009,325,398,1
2023-09-29,P0009,32,362,1
2023-09-30,P0009,32,267,0
2023-10-01,P0009,310,310,0
2023-10-02,P0009,46,216,0
2023-10-03,P0009,159,490,1
2023-10-04,P0009,75,172,0
2023-10-05,P0009,279,301,0
2023-10-06,P0009,413,430,1
2023-10-07,P0009,101,124,0
2023-10-08,P0009,221,485,0
2023-10-09,P0009,109,143,1
2023-10-10,P0009,208,459,0
2023-10-11,P0009,198,396,0
2023-10-12,P0009,383,393,0
2023-10-13,P0009,80,388,0
2023-10-14,P0009,197,337,0
2023-10-15,P0009,46,75,1
2023-10-16,P0009,9,208,1
2023-10-17,P0009,9,340,0
2023-10-18,P0009,311,396,0
2023-10-19,P0009,64,179,1
2023-10-20,P0009,193,205,0
2023-10-21,P0009,4,68,1
2023-10-22,P0009,57,119,1
2023-10-23,P0009,342,367,0
2023-10-24,P0009,7,389,0
2023-10-25,P0009,108,314,1
2023-10-26,P0009,22,154,0
2023-10-27,P0009,151,394,0
2023-10-28,P0009,19,123,1
2023-10-29,P0009,228,411,1
2023-10-30,P0009,363,420,0
2023-10-31,P0009,162,481,1
2023-11-01,P0009,132,323,1
2023-11-02,P0009,112,298,1
2023-11-03,P0009,339,477,0
2023-11-04,P0009,407,474,0
2023-11-05,P0009,161,356,0
2023-11-06,P0009,93,205,1
2023-11-07,P0009,245,362,1
2023-11-08,P0009,120,429,1
2023-11-09,P0009,42,94,1
2023-11-10,P0009,170,419,0
2023-11-11,P0009,76,120,1
2023-11-12,P0009,73,471,0
2023-11-13,P0009,39,433,1
2023-11-14,P0009,49,85,1
2023-11-15,P0009,281,376,1
2023-11-16,P0009,39,406,1
2023-11-17,P0009,152,446,0
2023-11-18,P0009,145,377,0
2023-11-19,P0009,255,349,1
2023-11-20,P0009,21,288,1
2023-11-21,P0009,8,363,1
2023-11-22,P0009,222,381,0
2023-11-23,P0009,121,200,1
2023-11-24,P0009,70,88,1
2023-11-25,P0009,376,466,0
2023-11-26,P0009,102,133,1
2023-11-27,P0009,8,183,0
2023-11-28,P0009,270,491,0
2023-11-29,P0009,12,159,1
2023-11-30,P0009,204,233,0
2023-12-01,P0009,59,87,1
2023-12-02,P0009,108,151,0
2023-12-03,P0009,119,291,1
2023-12-04,P0009,22,412,0
2023-12-05,P0009,188,244,1
2023-12-06,P0009,143,157,0
2023-12-07,P0009,22,97,0
2023-12-08,P0009,203,279,0
2023-12-09,P0009,89,128,0
2023-12-10,P0009,153,225,0
2023-12-11,P0009,141,387,0
2023-12-12,P0009,225,449,1
2023-12-13,P0009,318,384,1
2023-12-14,P0009,248,422,0
2023-12-15,P0009,123,237,0
2023-12-16,P0009,152,375,0
2023-12-17,P0009,216,470,1
2023-12-18,P0009,95,111,1
2023-12-19,P0009,291,322,1
2023-12-20,P0009,271,442,0
2023-12-21,P0009,230,263,1
2023-12-22,P0009,195,217,1
2023-12-23,P0009,279,490,1
2023-12-24,P0009,50,170,1
2023-12-25,P0009,22,64,1
2023-12-26,P0009,96,346,0
2023-12-27,P0009,212,416,1
2023-12-28,P0009,96,146,1
2023-12-29,P0009,147,382,0
2023-12-30,P0009,138,166,1
2023-12-31,P0009,54,146,0
2024-01-01,P0009,22,167,0
2022-01-01,P0010,28,108,1
2022-01-02,P0010,39,171,0
2022-01-03,P0010,47,51,0
2022-01-04,P0010,85,494,0
2022-01-05,P0010,93,288,0
2022-01-06,P0010,97,204,1
2022-01-07,P0010,20,438,0
2022-01-08,P0010,186,253,1
2022-01-09,P0010,40,97,1
2022-01-10,P0010,113,324,0
2022-01-11,P0010,144,172,0
2022-01-12,P0010,3,275,0
2022-01-13,P0010,25,264,1
2022-01-14,P0010,65,294,0
2022-01-15,P0010,381,394,0
2022-01-16,P0010,119,339,0
2022-01-17,P0010,45,187,1
2022-01-18,P0010,279,350,0
2022-01-19,P0010,119,444,1
2022-01-20,P0010,165,327,0
2022-01-21,P0010,74,74,1
2022-01-22,P0010,7,386,0
2022-01-23,P0010,32,471,0
2022-01-24,P0010,3,60,0
2022-01-25,P0010,119,181,0
2022-01-26,P0010,48,96,1
2022-01-27,P0010,87,316,0
2022-01-28,P0010,12,291,0
2022-01-29,P0010,87,498,0
2022-01-30,P0010,207,242,1
2022-01-31,P0010,319,387,0
2022-02-01,P0010,50,357,1
2022-02-02,P0010,255,286,1
2022-02-03,P0010,144,188,0
2022-02-04,P0010,114,458,0
2022-02-05,P0010,2,227,1
2022-02-06,P0010,8,98,1
2022-02-07,P0010,124,147,1
2022-02-08,P0010,227,258,0
2022-02-09,P0010,100,142,1
2022-02-10,P0010,40,73,1
2022-02-11,P0010,27,55,1
2022-02-12,P0010,204,276,0
2022-02-13,P0010,159,376,0
2022-02-14,P0010,139,497,1
2022-02-15,P0010,1,57,0
2022-02-16,P0010,148,164,0
2022-02-17,P0010,51,296,1
2022-02-18,P0010,75,489,1
2022-02-19,P0010,200,381,0
2022-02-20,P0010,35,74,1
2022-02-21,P0010,24,176,0
2022-02-22,P0010,44,142,0
2022-02-23,P0010,271,500,1
2022-02-24,P0010,200,328,0
2022-02-25,P0010,422,425,1
2022-02-26,P0010,71,310,0
2022-02-27,P0010,144,227,0
2022-02-28,P0010,178,442,0
2022-03-01,P0010,30,53,0
2022-03-02,P0010,22,361,0
2022-03-03,P0010,128,157,1
2022-03-04,P0010,14,116,1
2022-03-05,P0010,31,133,1
2022-03-06,P0010,117,150,0
2022-03-07,P0010,39,393,1
2022-03-08,P0010,316,334,1
2022-03-09,P0010,82,111,0
2022-03-10,P0010,52,284,1
2022-03-11,P0010,41,136,1
2022-03-12,P0010,60,287,0
2022-03-13,P0010,34,290,0
2022-03-14,P0010,88,391,1
2022-03-15,P0010,173,440,1
2022-03-16,P0010,131,158,1
2022-03-17,P0010,110,500,0
2022-03-18,P0010,291,330,1
2022-03-19,P0010,203,348,0
2022-03-20,P0010,178,412,0
2022-03-21,P0010,18,79,1
2022-03-22,P0010,116,182,1
2022-03-23,P0010,60,84,1
2022-03-24,P0010,58,59,0
2022-03-25,P0010,174,268,0
2022-03-26,P0010,34,133,0
2022-03-27,P0010,183,383,0
2022-03-28,P0010,34,65,0
2022-03-29,P0010,67,73,1
2022-03-30,P0010,21,150,0
2022-03-31,P0010,25,343,0
2022-04-01,P0010,39,215,1
2022-04-02,P0010,29,126,0
2022-04-03,P0010,74,145,1
2022-04-04,P0010,16,177,1
2022-04-05,P0010,254,337,1
2022-04-06,P0010,117,373,1
2022-04-07,P0010,404,485,1
2022-04-08,P0010,0,55,0
2022-04-09,P0010,67,266,0
2022-04-10,P0010,36,94,0
2022-04-11,P0010,71,339,1
2022-04-12,P0010,104,305,0
2022-04-13,P0010,268,363,1
2022-04-14,P0010,89,355,0
2022-04-15,P0010,0,499,1
2022-04-16,P0010,27,440,1
2022-04-17,P0010,332,400,0
2022-04-18,P0010,259,412,0
2022-04-19,P0010,196,456,0
2022-04-20,P0010,332,341,1
2022-04-21,P0010,141,251,1
2022-04-22,P0010,37,240,0
2022-04-23,P0010,96,120,0
2022-04-24,P0010,153,180,0
2022-04-25,P0010,90,375,1
2022-04-26,P0010,112,239,0
2022-04-27,P0010,215,296,1
2022-04-28,P0010,32,327,0
2022-04-29,P0010,113,270,1
2022-04-30,P0010,84,413,0
2022-05-01,P0010,17,117,0
2022-05-02,P0010,77,288,1
2022-05-03,P0010,128,139,0
2022-05-04,P0010,298,344,0
2022-05-05,P0010,97,157,1
2022-05-06,P0010,89,103,1
2022-05-07,P0010,155,289,1
2022-05-08,P0010,79,154,1
2022-05-09,P0010,72,167,0
2022-05-10,P0010,113,297,0
2022-05-11,P0010,108,314,0
2022-05-12,P0010,94,123,0
2022-05-13,P0010,44,106,1
2022-05-14,P0010,300,419,0
2022-05-15,P0010,107,316,1
2022-05-16,P0010,46,74,1
2022-05-17,P0010,47,57,0
2022-05-18,P0010,389,479,0
2022-05-19,P0010,88,148,1
2022-05-20,P0010,33,283,0
2022-05-21,P0010,286,329,0
2022-05-22,P0010,239,463,1
2022-05-23,P0010,260,461,0
2022-05-24,P0010,398,399,0
2022-05-25,P0010,139,311,0
2022-05-26,P0010,128,152,0
2022-05-27,P0010,40,385,1
2022-05-28,P0010,278,290,0
2022-05-29,P0010,191,344,0
2022-05-30,P0010,4,62,1
2022-05-31,P0010,29,198,0
2022-06-01,P0010,105,138,1
2022-06-02,P0010,50,75,0
2022-06-03,P0010,33,467,0
2022-06-04,P0010,168,210,0
2022-06-05,P0010,180,205,1
2022-06-06,P0010,109,350,1
2022-06-07,P0010,161,433,1
2022-06-08,P0010,67,159,0
2022-06-09,P0010,261,314,0
2022-06-10,P0010,126,495,0
2022-06-11,P0010,104,215,1
2022-06-12,P0010,25,382,1
2022-06-13,P0010,214,427,0
2022-06-14,P0010,208,353,1
2022-06-15,P0010,99,399,1
2022-06-16,P0010,115,305,1
2022-06-17,P0010,30,430,0
2022-06-18,P0010,127,260,1
2022-06-19,P0010,40,388,1
2022-06-20,P0010,158,211,0
2022-06-21,P0010,96,389,0
2022-06-22,P0010,285,300,1
2022-06-23,P0010,12,215,1
2022-06-24,P0010,33,101,1
2022-06-25,P0010,76,495,0
2022-06-26,P0010,3,139,1
2022-06-27,P0010,87,230,0
2022-06-28,P0010,259,399,1
2022-06-29,P0010,206,392,0
2022-06-30,P0010,338,479,1
2022-07-01,P0010,158,243,0
2022-07-02,P0010,285,351,1
2022-07-03,P0010,59,127,1
2022-07-04,P0010,326,404,0
2022-07-05,P0010,70,204,1
2022-07-06,P0010,86,270,0
2022-07-07,P0010,30,67,0
2022-07-08,P0010,201,302,0
2022-07-09,P0010,94,316,0
2022-07-10,P0010,84,92,1
2022-07-11,P0010,20,409,0
2022-07-12,P0010,102,191,0
2022-07-13,P0010,44,192,0
2022-07-14,P0010,24,174,1
2022-07-15,P0010,97,115,1
2022-07-16,P0010,186,431,1
2022-07-17,P0010,374,468,1
2022-07-18,P0010,146,159,1
2022-07-19,P0010,0,128,0
2022-07-20,P0010,138,446,1
2022-07-21,P0010,110,202,0
2022-07-22,P0010,239,286,1
2022-07-23,P0010,314,365,1
2022-07-24,P0010,175,220,0
2022-07-25,P0010,452,460,0
2022-07-26,P0010,73,355,0
2022-07-27,P0010,56,106,1
2022-07-28,P0010,121,123,0
2022-07-29,P0010,30,77,1
2022-07-30,P0010,283,294,1
2022-07-31,P0010,208,231,1
2022-08-01,P0010,26,61,1
2022-08-02,P0010,45,77,1
2022-08-03,P0010,97,121,1
2022-08-04,P0010,89,184,1
2022-08-05,P0010,196,272,1
2022-08-06,P0010,143,152,1
2022-08-07,P0010,258,271,1
2022-08-08,P0010,277,462,0
2022-08-09,P0010,124,337,1
2022-08-10,P0010,65,112,1
2022-08-11,P0010,9,331,0
2022-08-12,P0010,374,499,1
2022-08-13,P0010,226,365,1
2022-08-14,P0010,334,377,1
2022-08-15,P0010,8,241,0
2022-08-16,P0010,87,95,0
2022-08-17,P0010,459,487,0
2022-08-18,P0010,290,443,1
2022-08-19,P0010,132,202,1
2022-08-20,P0010,254,265,0
2022-08-21,P0010,49,412,1
2022-08-22,P0010,40,183,1
2022-08-23,P0010,38,154,1
2022-08-24,P0010,96,322,1
2022-08-25,P0010,29,151,0
2022-08-26,P0010,202,305,0
2022-08-27,P0010,86,121,0
2022-08-28,P0010,347,499,1
2022-08-29,P0010,27,440,1
2022-08-30,P0010,387,389,1
2022-08-31,P0010,33,113,0
2022-09-01,P0010,226,244,1
2022-09-02,P0010,28,136,1
2022-09-03,P0010,234,450,1
2022-09-04,P0010,227,314,0
2022-09-05,P0010,17,79,1
2022-09-06,P0010,143,243,1
2022-09-07,P0010,207,255,0
2022-09-08,P0010,311,363,1
2022-09-09,P0010,258,305,0
2022-09-10,P0010,45,215,0
2022-09-11,P0010,263,380,1
2022-09-12,P0010,74,155,1
2022-09-13,P0010,72,155,0
2022-09-14,P0010,53,83,0
2022-09-15,P0010,38,308,0
2022-09-16,P0010,212,292,1
2022-09-17,P0010,289,289,1
2022-09-18,P0010,332,439,1
2022-09-19,P0010,31,92,1
2022-09-20,P0010,29,370,1
2022-09-21,P0010,80,132,0
2022-09-22,P0010,97,321,1
2022-09-23,P0010,135,160,1
2022-09-24,P0010,127,132,1
2022-09-25,P0010,236,309,1
2022-09-26,P0010,129,251,1
2022-09-27,P0010,122,453,1
2022-09-28,P0010,38,168,1
2022-09-29,P0010,305,464,1
2022-09-30,P0010,41,435,1
2022-10-01,P0010,213,283,0
2022-10-02,P0010,279,442,0
2022-10-03,P0010,28,357,1
2022-10-04,P0010,214,344,1
2022-10-05,P0010,278,285,1
2022-10-06,P0010,85,190,0
2022-10-07,P0010,367,370,0
2022-10-08,P0010,58,175,1
2022-10-09,P0010,99,260,1
2022-10-10,P0010,28,483,0
2022-10-11,P0010,56,161,0
2022-10-12,P0010,330,410,0
2022-10-13,P0010,66,415,1
2022-10-14,P0010,9,356,0
2022-10-15,P0010,65,302,0
2022-10-16,P0010,401,437,1
2022-10-17,P0010,169,300,1
2022-10-18,P0010,111,271,0
2022-10-19,P0010,78,297,1
2022-10-20,P0010,228,364,1
2022-10-21,P0010,134,283,0
2022-10-22,P0010,75,232,0
2022-10-23,P0010,215,219,1
2022-10-24,P0010,52,62,0
2022-10-25,P0010,85,136,1
2022-10-26,P0010,25,183,0
2022-10-27,P0010,61,127,0
2022-10-28,P0010,1,139,0
2022-10-29,P0010,67,202,1
2022-10-30,P0010,161,252,1
2022-10-31,P0010,340,393,0
2022-11-01,P0010,168,197,1
2022-11-02,P0010,74,139,1
2022-11-03,P0010,40,402,1
2022-11-04,P0010,109,147,1
2022-11-05,P0010,253,360,0
2022-11-06,P0010,31,100,0
2022-11-07,P0010,63,374,0
2022-11-08,P0010,138,298,1
2022-11-09,P0010,146,214,0
2022-11-10,P0010,7,91,0
2022-11-11,P0010,107,272,0
2022-11-12,P0010,12,298,1
2022-11-13,P0010,14,118,1
2022-11-14,P0010,119,329,0
2022-11-15,P0010,25,315,0
2022-11-16,P0010,42,483,0
2022-11-17,P0010,171,320,1
2022-11-18,P0010,6,333,1
2022-11-19,P0010,45,256,1
2022-11-20,P0010,145,213,0
2022-11-21,P0010,415,459,1
2022-11-22,P0010,50,206,0
2022-11-23,P0010,83,184,0
2022-11-24,P0010,155,439,1
2022-11-25,P0010,420,436,1
2022-11-26,P0010,85,113,0
2022-11-27,P0010,231,331,1
2022-11-28,P0010,8,400,1
2022-11-29,P0010,57,143,1
2022-11-30,P0010,64,217,1
2022-12-01,P0010,121,252,0
2022-12-02,P0010,222,393,1
2022-12-03,P0010,105,147,1
2022-12-04,P0010,186,277,1
2022-12-05,P0010,285,452,0
2022-12-06,P0010,122,183,0
2022-12-07,P0010,174,182,1
2022-12-08,P0010,25,56,0
2022-12-09,P0010,61,177,1
2022-12-10,P0010,94,130,0
2022-12-11,P0010,45,274,1
2022-12-12,P0010,6,469,0
2022-12-13,P0010,73,88,0
2022-12-14,P0010,227,313,1
2022-12-15,P0010,54,420,0
2022-12-16,P0010,260,304,1
2022-12-17,P0010,38,55,0
2022-12-18,P0010,22,328,1
2022-12-19,P0010,178,447,1
2022-12-20,P0010,123,151,0
2022-12-21,P0010,7,236,1
2022-12-22,P0010,339,410,0
2022-12-23,P0010,20,105,0
2022-12-24,P0010,277,356,1
2022-12-25,P0010,108,247,1
2022-12-26,P0010,139,496,0
2022-12-27,P0010,59,257,0
2022-12-28,P0010,74,265,1
2022-12-29,P0010,18,474,1
2022-12-30,P0010,102,130,1
2022-12-31,P0010,29,134,1
2023-01-01,P0010,150,233,0
2023-01-02,P0010,214,342,1
2023-01-03,P0010,196,208,0
2023-01-04,P0010,213,247,1
2023-01-05,P0010,143,260,0
2023-01-06,P0010,28,111,0
2023-01-07,P0010,129,271,0
2023-01-08,P0010,135,224,1
2023-01-09,P0010,40,368,1
2023-01-10,P0010,68,184,1
2023-01-11,P0010,270,435,1
2023-01-12,P0010,354,427,1
2023-01-13,P0010,252,389,0
2023-01-14,P0010,238,361,0
2023-01-15,P0010,20,234,1
2023-01-16,P0010,109,331,1
2023-01-17,P0010,269,468,1
2023-01-18,P0010,162,497,0
2023-01-19,P0010,101,240,0
2023-01-20,P0010,27,76,0
2023-01-21,P0010,108,136,1
2023-01-22,P0010,409,442,1
2023-01-23,P0010,43,231,1
2023-01-24,P0010,236,418,0
2023-01-25,P0010,6,260,0
2023-01-26,P0010,59,62,0
2023-01-27,P0010,265,345,0
2023-01-28,P0010,115,444,1
2023-01-29,P0010,223,306,1
2023-01-30,P0010,162,282,1
2023-01-31,P0010,207,482,1
2023-02-01,P0010,186,276,0
2023-02-02,P0010,71,124,1
2023-02-03,P0010,200,220,0
2023-02-04,P0010,2,149,0
2023-02-05,P0010,42,145,1
2023-02-06,P0010,188,322,0
2023-02-07,P0010,22,175,0
2023-02-08,P0010,15,224,0
2023-02-09,P0010,40,108,0
2023-02-10,P0010,118,230,1
2023-02-11,P0010,116,336,0
2023-02-12,P0010,108,176,0
2023-02-13,P0010,113,273,1
2023-02-14,P0010,19,102,1
2023-02-15,P0010,76,116,1
2023-02-16,P0010,242,429,0
2023-02-17,P0010,207,263,0
2023-02-18,P0010,64,101,0
2023-02-19,P0010,319,434,0
2023-02-20,P0010,0,415,0
2023-02-21,P0010,17,193,0
2023-02-22,P0010,4,65,0
